src_region,src_tier,dst_region,dst_tier,throughput_sent_bits_per_second,throughput_received_bits_per_second,cpu_utilization_percent
aws:eu-west-2,PREMIUM,gcp:us-east4-a,PREMIUM,5146081747,4309111729,5.935767969
gcp:northamerica-northeast2-a,PREMIUM,gcp:europe-west2-a,PREMIUM,5945969000,5568218000,46.941972
aws:eu-south-1,PREMIUM,aws:me-south-1,PREMIUM,5323501460,4224012915,5.684878711
gcp:us-east1-b,STANDARD,gcp:europe-west1-b,STANDARD,4629511000,4355906000,44.923112
gcp:us-east4-a,STANDARD,gcp:europe-west6-a,STANDARD,7316799000,5946725000,44.501628
gcp:asia-northeast1-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,5342650000,5120840000,47.358043
gcp:australia-southeast1-a,STANDARD,gcp:australia-southeast2-a,PREMIUM,2988152000,2906916000,50.648082
gcp:europe-west1-b,PREMIUM,gcp:us-east1-b,PREMIUM,5548483000,5191056000,44.886467
azure:germanywestcentral,PREMIUM,aws:us-east-2,PREMIUM,2424455984,2134613495,4.401216069
azure:germanywestcentral,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,8007991994,6857598922,8.242678031
gcp:northamerica-northeast1-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,7341081000,5299623000,36.920827
azure:koreacentral,PREMIUM,gcp:asia-south1-a,STANDARD,8903268571,7133575277,8.259033328
gcp:us-west1-a,PREMIUM,gcp:europe-west3-a,PREMIUM,8069022000,5308715000,34.338532
aws:ap-south-1,PREMIUM,gcp:europe-west3-a,STANDARD,5166213743,3924832474,4.617858689
aws:ap-southeast-2,PREMIUM,gcp:asia-south1-a,PREMIUM,5156095589,3746661876,4.970853234
aws:us-west-1,PREMIUM,gcp:asia-southeast1-a,STANDARD,4923743189,3450664014,4.754356272
gcp:us-west1-a,STANDARD,aws:ap-east-1,PREMIUM,5504971000,4971987000,29.583922
gcp:us-central1-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,4536112000,4162996000,28.371449
aws:ap-northeast-3,PREMIUM,gcp:us-west4-a,STANDARD,5567956609,3496812297,5.317009725
azure:canadacentral,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4763183820,3647750008,5.005087937
gcp:southamerica-east1-a,PREMIUM,aws:eu-west-3,PREMIUM,6414819000,4482064000,27.699525
gcp:europe-west6-a,PREMIUM,gcp:asia-southeast2-a,STANDARD,6736618000,4729007000,27.028867
azure:australiaeast,PREMIUM,azure:eastus2,PREMIUM,13834468979,9635302221,8.178156294
gcp:southamerica-west1-a,PREMIUM,aws:ap-northeast-1,PREMIUM,6228116000,4142043000,26.544243
aws:ap-southeast-1,PREMIUM,aws:us-east-1,PREMIUM,5250648001,3045165954,4.800172799
gcp:asia-east1-a,STANDARD,azure:uksouth,PREMIUM,5349058000,3550315000,24.270583
aws:eu-north-1,PREMIUM,gcp:asia-east2-a,PREMIUM,5194771336,2934341119,4.624265455
gcp:asia-south2-a,PREMIUM,aws:us-west-2,PREMIUM,6311158000,3797022000,23.078552
gcp:asia-east1-a,PREMIUM,aws:sa-east-1,PREMIUM,2196786000,1632789000,20.415033
gcp:asia-east2-a,STANDARD,aws:af-south-1,PREMIUM,3029661000,2031053000,17.573526
aws:eu-west-2,PREMIUM,azure:germanywestcentral,PREMIUM,5003445964,4715799958,8.153418396
azure:eastus2,PREMIUM,azure:canadacentral,PREMIUM,17248685305,15274897649,21.34480881
azure:germanywestcentral,PREMIUM,gcp:europe-west2-a,STANDARD,15432424491,14725605473,21.52725874
gcp:us-central1-a,STANDARD,gcp:northamerica-northeast1-a,STANDARD,6611342000,6413590000,71.968398
gcp:asia-northeast1-a,PREMIUM,aws:ap-northeast-1,PREMIUM,7147954000,7094143000,95.554981
azure:westus2,PREMIUM,gcp:us-central1-a,PREMIUM,6628452344,4950802058,8.36623612
aws:ap-east-1,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5142143602,4524174978,6.746026548
azure:uksouth,PREMIUM,gcp:us-east4-a,STANDARD,6438902298,5846520552,7.920381367
aws:ca-central-1,PREMIUM,gcp:europe-west4-a,PREMIUM,5140998785,4257045091,5.767405658
azure:westus3,PREMIUM,gcp:asia-northeast1-a,STANDARD,3952801670,3414778577,5.136747678
azure:eastus,PREMIUM,gcp:europe-north1-a,STANDARD,7819641074,6853095279,7.985474221
gcp:europe-west6-a,STANDARD,aws:us-east-2,PREMIUM,5606922000,5173918000,40.814469
gcp:asia-northeast3-a,PREMIUM,gcp:us-west1-a,STANDARD,5453599000,4778338000,38.86194
gcp:europe-west2-a,PREMIUM,gcp:us-west4-a,STANDARD,7390827000,5411634000,35.793583
gcp:us-west1-a,PREMIUM,gcp:europe-west3-a,STANDARD,8469323000,5641422000,35.296848
gcp:us-west4-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,7773927000,5420045000,34.257109
gcp:asia-east1-a,STANDARD,aws:ap-southeast-2,PREMIUM,6768867000,4946453000,35.683195
aws:us-west-1,PREMIUM,gcp:europe-west3-a,PREMIUM,5158835658,3737361456,4.995021607
azure:japaneast,PREMIUM,azure:northcentralus,PREMIUM,15859151204,11481703123,10.48975514
azure:westeurope,PREMIUM,aws:af-south-1,PREMIUM,3430778964,2707180040,4.626122842
gcp:asia-south1-a,PREMIUM,aws:eu-west-1,PREMIUM,4264866000,3886048000,32.995025
azure:francecentral,PREMIUM,aws:us-west-2,PREMIUM,4741463119,3679508073,5.660936098
gcp:northamerica-northeast2-a,PREMIUM,gcp:asia-northeast3-a,STANDARD,6604692000,4951630000,30.381212
gcp:asia-south2-a,PREMIUM,gcp:europe-west1-b,STANDARD,7896327000,5275320000,31.825263
aws:us-east-1,PREMIUM,gcp:asia-east1-a,PREMIUM,5127183573,3487267111,4.848367448
gcp:us-east4-a,PREMIUM,azure:koreacentral,PREMIUM,8419619000,4862891000,28.863467
gcp:asia-southeast1-a,STANDARD,aws:eu-central-1,PREMIUM,4970684000,4356885000,30.556975
azure:australiaeast,PREMIUM,aws:me-south-1,PREMIUM,1472886542,1113609200,3.491928108
azure:northeurope,PREMIUM,gcp:southamerica-west1-a,PREMIUM,4345440807,3395266950,4.760226395
aws:eu-west-3,PREMIUM,gcp:asia-southeast1-a,PREMIUM,5142794384,3322483875,4.466596256
gcp:europe-west6-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,6993649000,4766267000,27.036988
gcp:us-east1-b,PREMIUM,gcp:asia-south1-a,STANDARD,8290805000,4111363000,25.379598
aws:eu-north-1,PREMIUM,gcp:southamerica-east1-a,PREMIUM,5211430510,3205192002,4.918121665
gcp:australia-southeast2-a,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,8042597000,4659318000,26.415166
gcp:us-east1-b,STANDARD,gcp:asia-southeast2-a,STANDARD,8403600000,4037444000,21.06017
gcp:europe-west1-b,PREMIUM,aws:ap-northeast-3,PREMIUM,4784088000,3796942000,24.531783
gcp:asia-east2-a,STANDARD,gcp:europe-north1-a,PREMIUM,5983690000,4135814000,22.98427
aws:ap-northeast-2,PREMIUM,gcp:europe-west4-a,STANDARD,5432331207,2865505537,4.919456352
aws:ap-south-1,PREMIUM,azure:westus,PREMIUM,5344020083,2619824827,4.007017822
aws:eu-south-1,PREMIUM,gcp:australia-southeast1-a,STANDARD,5514130818,2647019166,4.542980859
gcp:asia-east2-a,PREMIUM,aws:sa-east-1,PREMIUM,4241217000,2622375000,19.690215
aws:ap-southeast-1,PREMIUM,gcp:southamerica-east1-a,STANDARD,5177413276,2211677172,4.296685598
aws:eu-central-1,PREMIUM,gcp:europe-west4-a,PREMIUM,4962709465,4752597391,9.200240635
aws:eu-west-1,PREMIUM,gcp:europe-west2-a,STANDARD,4986766835,4743744356,7.271630653
gcp:australia-southeast1-a,PREMIUM,azure:australiaeast,PREMIUM,7114562000,7035105000,96.748946
gcp:us-east4-a,PREMIUM,azure:canadacentral,PREMIUM,7095326000,6951611000,79.823824
azure:francecentral,PREMIUM,gcp:europe-west2-a,PREMIUM,15048012579,14428602501,23.56763011
azure:germanywestcentral,PREMIUM,azure:westeurope,PREMIUM,16971640280,15420577428,22.16133066
aws:ap-east-1,PREMIUM,gcp:asia-east1-a,STANDARD,4985182162,4730304589,8.28761613
gcp:europe-west6-a,PREMIUM,aws:eu-west-3,PREMIUM,7134000000,6979326000,85.067021
azure:eastus,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,15488714635,14956307338,17.39083626
aws:eu-north-1,PREMIUM,aws:eu-west-2,PREMIUM,5001650216,4596025535,7.853342397
gcp:us-east4-a,STANDARD,gcp:us-west4-a,PREMIUM,5860276000,5413252000,55.48833
gcp:southamerica-east1-a,STANDARD,gcp:southamerica-west1-a,PREMIUM,5219941000,5011772000,58.499953
aws:ca-central-1,PREMIUM,azure:westus2,PREMIUM,5212598482,4356620602,6.226858532
gcp:asia-southeast2-a,PREMIUM,gcp:asia-east1-a,PREMIUM,6179002000,5976126000,56.758183
aws:me-south-1,PREMIUM,aws:eu-south-1,PREMIUM,5419597119,4211065896,5.96938622
gcp:europe-west3-a,STANDARD,azure:eastus2,PREMIUM,7276929000,5423375000,45.272944
aws:ap-southeast-1,PREMIUM,gcp:australia-southeast1-a,STANDARD,5594287718,4144951578,5.646827848
azure:uksouth,PREMIUM,gcp:asia-south1-a,PREMIUM,5775902012,5034087676,6.316361636
aws:us-east-1,PREMIUM,aws:ap-northeast-3,PREMIUM,4943502351,3590255855,5.065209854
azure:northcentralus,PREMIUM,azure:japaneast,PREMIUM,15416407061,11430205370,10.29906933
gcp:asia-south1-a,STANDARD,gcp:europe-west1-b,STANDARD,7700135000,5480284000,35.621715
gcp:northamerica-northeast1-a,STANDARD,gcp:asia-northeast2-a,PREMIUM,7690510000,5238020000,32.001562
gcp:asia-northeast1-a,STANDARD,gcp:us-east1-b,PREMIUM,8300095000,5036102000,32.633047
gcp:europe-central2-a,PREMIUM,gcp:us-west4-a,STANDARD,6406982000,4957266000,31.776308
aws:ap-northeast-2,PREMIUM,gcp:us-central1-a,PREMIUM,223071036.5,157805368.9,2.72404469
gcp:asia-northeast1-a,PREMIUM,aws:us-east-2,PREMIUM,5476374000,4721707000,32.144165
gcp:europe-north1-a,PREMIUM,aws:us-west-1,PREMIUM,6080099000,4458748000,30.48429
gcp:us-east1-b,STANDARD,gcp:asia-northeast3-a,STANDARD,7663242000,4860602000,29.287582
gcp:asia-southeast2-a,STANDARD,gcp:us-west1-a,PREMIUM,5632830000,4637599000,30.802375
gcp:europe-west6-a,STANDARD,aws:us-west-2,PREMIUM,5813348000,4830696000,29.794776
gcp:asia-southeast1-a,PREMIUM,azure:westus3,PREMIUM,5956228000,4795320000,30.058816
aws:ap-south-1,PREMIUM,gcp:europe-west4-a,STANDARD,5420963207,3508468595,4.466010848
aws:sa-east-1,PREMIUM,gcp:europe-west1-b,PREMIUM,5129143247,3380539211,4.81982524
gcp:northamerica-northeast2-a,PREMIUM,aws:ap-southeast-2,PREMIUM,3566533000,2971736000,27.132431
gcp:asia-southeast1-a,STANDARD,gcp:us-central1-a,STANDARD,6208680000,4682290000,28.372046
gcp:asia-east2-a,PREMIUM,azure:northeurope,PREMIUM,6522521000,4416892000,24.502516
gcp:us-west1-a,STANDARD,gcp:asia-south2-a,PREMIUM,5869054000,4144651000,23.623257
gcp:europe-north1-a,STANDARD,gcp:asia-east2-a,STANDARD,6588831000,3529436000,23.006258
gcp:europe-west3-a,PREMIUM,gcp:asia-northeast3-a,PREMIUM,6844125000,3809198000,22.756435
azure:germanywestcentral,PREMIUM,gcp:australia-southeast2-a,PREMIUM,2707528947,1817739818,3.913081718
azure:koreacentral,PREMIUM,gcp:southamerica-east1-a,PREMIUM,3195502545,2072306319,4.088922879
azure:eastus,PREMIUM,gcp:us-east1-b,PREMIUM,13167889365,12678141883,17.75501289
azure:northeurope,PREMIUM,azure:westeurope,PREMIUM,17049612261,15395223434,20.36798271
gcp:europe-west1-b,STANDARD,gcp:europe-west2-a,STANDARD,7135066000,7068028000,91.006184
gcp:europe-west6-a,STANDARD,gcp:europe-west2-a,PREMIUM,7083455000,6888608000,79.321083
gcp:europe-north1-a,STANDARD,aws:eu-central-1,PREMIUM,6605419000,6409919000,71.944148
gcp:asia-northeast1-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,5998170000,5758732000,70.107158
azure:westus3,PREMIUM,aws:us-east-1,PREMIUM,5162525033,4850135011,7.516289129
gcp:us-east4-a,STANDARD,gcp:europe-west6-a,PREMIUM,7733391000,6105057000,44.540116
gcp:europe-west4-a,STANDARD,azure:eastus2,PREMIUM,4185440000,4061609000,44.623544
gcp:us-west1-a,PREMIUM,aws:ap-northeast-3,PREMIUM,4489852000,4284764000,43.088128
gcp:us-central1-a,STANDARD,gcp:europe-west3-a,STANDARD,5371880000,4728599000,41.424206
aws:ap-northeast-1,PREMIUM,aws:us-west-1,PREMIUM,5105091273,3982179700,5.630446229
aws:ap-southeast-2,PREMIUM,gcp:asia-southeast2-a,STANDARD,5237740296,4116488229,5.498767792
aws:me-south-1,PREMIUM,gcp:asia-east2-a,PREMIUM,5465813890,3992009384,5.512249751
gcp:us-west1-a,STANDARD,gcp:europe-west1-b,PREMIUM,5211965000,4739138000,36.384406
gcp:southamerica-east1-a,PREMIUM,azure:canadacentral,PREMIUM,8199379000,5193379000,36.134735
azure:westus,PREMIUM,aws:eu-west-1,PREMIUM,1227333052,1021197728,3.363124916
gcp:asia-south2-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5198376000,4891073000,35.671998
aws:eu-south-1,PREMIUM,aws:ap-southeast-1,PREMIUM,4672795140,3582151884,4.698935631
azure:germanywestcentral,PREMIUM,gcp:asia-southeast1-a,STANDARD,5831893405,4967701638,5.976305143
azure:japaneast,PREMIUM,gcp:us-east4-a,PREMIUM,8318634901,6111265875,7.39551518
gcp:europe-central2-a,PREMIUM,gcp:us-west4-a,PREMIUM,8907868000,5083400000,31.783484
azure:westus2,PREMIUM,gcp:asia-southeast1-a,PREMIUM,5914571170,4847312503,5.766244416
aws:eu-north-1,PREMIUM,gcp:us-west4-a,STANDARD,5286908487,3672043232,5.387109155
aws:us-east-2,PREMIUM,gcp:asia-northeast3-a,STANDARD,5322522033,3437119841,4.720389099
gcp:northamerica-northeast1-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,5743035000,4431454000,27.565584
azure:koreacentral,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,10133084916,7402636357,7.925010789
aws:eu-west-2,PREMIUM,aws:ap-east-1,PREMIUM,5302621599,3056082698,4.701830121
gcp:northamerica-northeast2-a,PREMIUM,gcp:asia-south1-a,STANDARD,6782507000,4351764000,24.726173
gcp:southamerica-east1-a,STANDARD,aws:eu-west-3,PREMIUM,3142828000,2931655000,25.842563
gcp:asia-northeast2-a,PREMIUM,azure:francecentral,PREMIUM,7745981000,4414851000,24.920367
gcp:australia-southeast1-a,STANDARD,aws:ca-central-1,PREMIUM,3988933000,2730512000,24.596455
gcp:asia-east1-a,STANDARD,azure:germanywestcentral,PREMIUM,4611685000,3704327000,24.081911
azure:australiaeast,PREMIUM,azure:uksouth,PREMIUM,11888952045,8234995161,6.911848659
gcp:asia-southeast2-a,PREMIUM,gcp:europe-north1-a,PREMIUM,5747201000,4235200000,23.948446
aws:ap-south-1,PREMIUM,gcp:us-central1-a,PREMIUM,5163631702,2936931180,4.038512396
gcp:southamerica-west1-a,PREMIUM,gcp:australia-southeast2-a,PREMIUM,6933785000,3989522000,20.454965
gcp:asia-east1-a,PREMIUM,gcp:europe-west3-a,PREMIUM,6452769000,4037036000,22.663475
gcp:asia-south1-a,PREMIUM,azure:northcentralus,PREMIUM,8928175000,5902982000,20.356934
gcp:europe-west4-a,PREMIUM,aws:ap-northeast-2,PREMIUM,8828006000,4344390000,16.742121
aws:af-south-1,PREMIUM,aws:us-west-2,PREMIUM,4886924362,2430641998,4.103328422
gcp:asia-east2-a,STANDARD,aws:sa-east-1,PREMIUM,2722778000,2013935000,19.00316
aws:eu-west-3,PREMIUM,gcp:europe-west3-a,STANDARD,4951814586,4755130827,8.393069902
gcp:northamerica-northeast2-a,PREMIUM,azure:northcentralus,PREMIUM,6841417000,6766073000,77.76334
gcp:europe-west6-a,PREMIUM,gcp:europe-west3-a,PREMIUM,7174702000,7064428000,91.470413
gcp:europe-west6-a,STANDARD,azure:westeurope,PREMIUM,6970329000,6879678000,81.597077
gcp:europe-central2-a,PREMIUM,gcp:europe-west4-a,STANDARD,6791046000,6727097000,77.668394
aws:eu-central-1,PREMIUM,azure:northeurope,PREMIUM,5030013011,4668519128,7.820431877
gcp:asia-northeast3-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5655562000,5425926000,70.115954
gcp:us-east4-a,STANDARD,gcp:us-west4-a,STANDARD,5985484000,5721492000,55.519074
gcp:us-east1-b,STANDARD,gcp:us-west1-a,STANDARD,6058432000,5655198000,53.435039
gcp:us-central1-a,PREMIUM,aws:us-west-2,PREMIUM,5889468000,5463908000,53.918037
gcp:europe-west1-b,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,6341106000,5370563000,47.842782
azure:francecentral,PREMIUM,aws:us-east-2,PREMIUM,2121741863,1842308440,4.236185836
aws:us-east-1,PREMIUM,aws:eu-south-1,PREMIUM,4911182637,4017346529,5.579628003
gcp:europe-west1-b,STANDARD,gcp:us-central1-a,STANDARD,5560705000,5171440000,42.90129
gcp:southamerica-east1-a,STANDARD,azure:eastus2,PREMIUM,5724026000,5023028000,39.822446
aws:ap-northeast-3,PREMIUM,gcp:us-west4-a,PREMIUM,5164340497,4049645972,5.74388374
azure:germanywestcentral,PREMIUM,gcp:asia-south1-a,STANDARD,5475799234,4773742006,6.136217563
gcp:australia-southeast2-a,PREMIUM,gcp:asia-east2-a,PREMIUM,8019733000,5283769000,38.390845
azure:westus,PREMIUM,gcp:asia-northeast3-a,STANDARD,2879758279,2397250207,4.376553042
gcp:us-west1-a,PREMIUM,gcp:europe-west4-a,PREMIUM,6086062000,4956536000,34.928399
gcp:asia-east2-a,STANDARD,gcp:australia-southeast1-a,STANDARD,7855357000,5264765000,36.886508
aws:ap-south-1,PREMIUM,gcp:asia-northeast1-a,STANDARD,5340209527,3956478740,4.815804808
azure:koreacentral,PREMIUM,azure:westus3,PREMIUM,12615152319,10553194905,9.343912989
aws:us-west-1,PREMIUM,gcp:australia-southeast1-a,PREMIUM,5065726566,3752919701,5.319001355
azure:canadacentral,PREMIUM,aws:ap-northeast-1,PREMIUM,4952527624,3888269829,5.575199124
aws:ap-southeast-2,PREMIUM,gcp:asia-south2-a,PREMIUM,5157012643,3662933381,4.940619908
aws:eu-west-2,PREMIUM,aws:ap-southeast-1,PREMIUM,4970449871,3384471176,4.767298914
gcp:asia-south1-a,PREMIUM,gcp:europe-north1-a,STANDARD,7762160000,4918012000,31.236393
aws:af-south-1,PREMIUM,gcp:europe-west2-a,PREMIUM,5070705786,3638671398,4.54990023
azure:japaneast,PREMIUM,aws:ca-central-1,PREMIUM,2763863862,2131767825,4.345805007
gcp:europe-north1-a,PREMIUM,azure:westus2,PREMIUM,6328912000,4772313000,30.138146
aws:me-south-1,PREMIUM,azure:australiaeast,PREMIUM,4999472623,3332509161,4.680596516
gcp:asia-east1-a,STANDARD,gcp:northamerica-northeast1-a,STANDARD,6789876000,5006908000,29.492098
aws:ap-northeast-2,PREMIUM,azure:eastus,PREMIUM,5273986386,3327332175,5.212786569
gcp:southamerica-west1-a,PREMIUM,azure:germanywestcentral,PREMIUM,5796919000,4447317000,26.780235
gcp:asia-southeast1-a,STANDARD,gcp:europe-west2-a,STANDARD,6986971000,4623487000,27.237251
gcp:us-east1-b,PREMIUM,gcp:asia-southeast2-a,STANDARD,6496267000,4032258000,24.464276
gcp:asia-northeast2-a,PREMIUM,azure:uksouth,PREMIUM,7638127000,4394731000,25.197135
aws:ap-east-1,PREMIUM,aws:eu-west-1,PREMIUM,5319471731,3002136067,4.964898077
gcp:asia-east1-a,PREMIUM,aws:eu-north-1,PREMIUM,4142276000,2855818000,21.590728
gcp:southamerica-east1-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,6241781000,2574183000,18.296184
gcp:asia-southeast1-a,PREMIUM,aws:sa-east-1,PREMIUM,3665456000,2656414000,18.55137
aws:sa-east-1,PREMIUM,gcp:southamerica-east1-a,STANDARD,4895522702,4777400631,12.02471621
aws:eu-west-1,PREMIUM,gcp:europe-west1-b,PREMIUM,5029029641,4714680115,6.79305345
azure:northeurope,PREMIUM,aws:eu-central-1,PREMIUM,9491607639,9050172657,13.30115303
gcp:europe-west4-a,STANDARD,gcp:europe-west2-a,STANDARD,7179709000,7043677000,87.506121
azure:westus2,PREMIUM,gcp:us-west4-a,PREMIUM,6130168588,4654534023,8.545220797
azure:westus,PREMIUM,azure:northcentralus,PREMIUM,27165951070,21883205239,26.5501919
gcp:asia-northeast2-a,PREMIUM,gcp:asia-east2-a,STANDARD,5912674000,5459364000,61.489819
gcp:northamerica-northeast2-a,PREMIUM,azure:westus3,PREMIUM,6029519000,5704229000,49.03642
azure:germanywestcentral,PREMIUM,gcp:us-east4-a,PREMIUM,417176424.5,353952856.9,3.126167893
aws:us-east-1,PREMIUM,gcp:europe-west1-b,STANDARD,5272472887,4208230083,6.223344085
gcp:us-central1-a,PREMIUM,gcp:europe-west2-a,PREMIUM,6225821000,5717735000,43.90771
gcp:us-east1-b,PREMIUM,azure:germanywestcentral,PREMIUM,6697402000,5402821000,43.223743
gcp:us-central1-a,STANDARD,aws:eu-west-2,PREMIUM,3808790000,3693148000,42.372874
gcp:southamerica-west1-a,PREMIUM,gcp:us-west1-a,PREMIUM,7976837000,5370327000,36.521862
gcp:asia-south1-a,PREMIUM,aws:eu-south-1,PREMIUM,6130470000,4943822000,37.29731
gcp:europe-west3-a,STANDARD,gcp:asia-south1-a,STANDARD,7393362000,5520856000,35.767643
aws:us-west-2,PREMIUM,aws:eu-west-3,PREMIUM,5218521055,3723513872,4.827008878
gcp:us-west1-a,STANDARD,gcp:europe-west6-a,STANDARD,8340615000,5433194000,34.370618
azure:koreacentral,PREMIUM,gcp:us-west4-a,STANDARD,5497006194,4668968750,6.001978663
gcp:northamerica-northeast1-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5661141000,5380164000,33.059742
aws:me-south-1,PREMIUM,aws:ap-east-1,PREMIUM,5094896176,3607539348,5.034473598
aws:us-west-1,PREMIUM,gcp:australia-southeast1-a,STANDARD,5202046612,3685850087,4.967597284
azure:francecentral,PREMIUM,gcp:asia-southeast2-a,STANDARD,7241300298,5832671922,6.706821363
aws:ca-central-1,PREMIUM,azure:japaneast,PREMIUM,5141305351,3453289255,4.859739827
gcp:asia-northeast3-a,PREMIUM,gcp:us-east4-a,STANDARD,7798545000,5042115000,30.28072
aws:eu-north-1,PREMIUM,gcp:asia-southeast1-a,STANDARD,5782623785,3520014604,5.35606485
gcp:asia-southeast2-a,PREMIUM,azure:uksouth,PREMIUM,6484117000,4635312000,28.325744
gcp:asia-southeast1-a,PREMIUM,gcp:europe-west3-a,PREMIUM,6499453000,4732338000,27.89574
azure:canadacentral,PREMIUM,gcp:australia-southeast2-a,PREMIUM,3546034268,2642206795,4.325929775
aws:us-east-2,PREMIUM,gcp:asia-east1-a,STANDARD,3643830759,2678437565,3.928500495
aws:ap-south-1,PREMIUM,azure:eastus,PREMIUM,4961915457,3088027199,4.082686896
azure:westeurope,PREMIUM,aws:ap-northeast-2,PREMIUM,4217101417,2724536055,4.636621752
aws:ap-southeast-1,PREMIUM,azure:eastus2,PREMIUM,5348407876,3025281416,4.709208541
gcp:asia-east2-a,PREMIUM,gcp:europe-west4-a,PREMIUM,6796202000,4124785000,24.789823
gcp:asia-south2-a,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,5421920000,4103427000,24.023203
gcp:europe-central2-a,PREMIUM,aws:ap-northeast-3,PREMIUM,4621415000,3356928000,23.06937
gcp:asia-northeast1-a,STANDARD,gcp:europe-north1-a,STANDARD,6074420000,4014007000,23.195714
gcp:europe-north1-a,PREMIUM,gcp:asia-east1-a,PREMIUM,8481530000,3558607000,21.344804
gcp:australia-southeast1-a,PREMIUM,gcp:europe-west6-a,PREMIUM,7761952000,3574459000,21.158306
aws:ap-southeast-2,PREMIUM,gcp:us-east1-b,STANDARD,4644252038,2450310845,4.072078906
azure:australiaeast,PREMIUM,gcp:southamerica-east1-a,PREMIUM,5750554190,3339944239,4.818101637
aws:af-south-1,PREMIUM,gcp:asia-northeast3-a,STANDARD,4666205193,1391777939,3.770969995
azure:westeurope,PREMIUM,azure:germanywestcentral,PREMIUM,17179183244,15419629294,21.97628399
aws:eu-west-3,PREMIUM,gcp:europe-west4-a,STANDARD,5043972314,4716512606,7.431872278
aws:us-east-2,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,5003894078,4667670834,7.132488281
gcp:us-central1-a,PREMIUM,azure:eastus2,PREMIUM,6970672000,6743072000,70.02057
gcp:europe-north1-a,PREMIUM,gcp:europe-west6-a,STANDARD,6508041000,6235477000,67.377704
gcp:asia-east1-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5680111000,5444229000,69.091957
gcp:us-east1-b,PREMIUM,azure:westus3,PREMIUM,6671772000,6400033000,55.879521
gcp:northamerica-northeast1-a,STANDARD,gcp:us-west1-a,PREMIUM,6184264000,5865541000,55.321733
azure:uksouth,PREMIUM,gcp:us-east4-a,PREMIUM,6729855416,6125700210,8.151566625
gcp:asia-south1-a,PREMIUM,gcp:asia-east2-a,PREMIUM,5342132000,4870839000,46.25324
aws:ap-southeast-1,PREMIUM,aws:me-south-1,PREMIUM,4995612560,4111928264,5.912680894
aws:eu-west-1,PREMIUM,gcp:us-east1-b,STANDARD,5441982910,4148992843,5.284843124
azure:francecentral,PREMIUM,gcp:us-central1-a,STANDARD,5390755677,4428371515,6.120009825
aws:ap-northeast-2,PREMIUM,gcp:us-west4-a,PREMIUM,251577180.1,189541583.7,2.720798498
gcp:us-west4-a,STANDARD,aws:eu-west-2,PREMIUM,5310748000,4630280000,33.882255
aws:ap-northeast-1,PREMIUM,aws:us-east-1,PREMIUM,5082534969,3656870137,5.168168173
azure:westus2,PREMIUM,gcp:europe-west3-a,STANDARD,7061008250,5728405541,6.754824057
gcp:asia-northeast1-a,STANDARD,azure:northcentralus,PREMIUM,7653309000,5180843000,33.99137
aws:ap-south-1,PREMIUM,aws:eu-north-1,PREMIUM,4955323676,3584261384,4.44064348
azure:westus,PREMIUM,aws:eu-south-1,PREMIUM,2642313839,2106969124,4.109091066
gcp:southamerica-east1-a,PREMIUM,aws:us-west-1,PREMIUM,6109516000,5129086000,30.951536
gcp:asia-northeast3-a,PREMIUM,azure:canadacentral,PREMIUM,8035878000,4980876000,29.261756
gcp:asia-southeast1-a,PREMIUM,azure:northeurope,PREMIUM,5183848000,4767712000,28.765574
aws:ap-east-1,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5030227338,3375288058,4.66879355
gcp:asia-southeast1-a,STANDARD,gcp:europe-west1-b,PREMIUM,3828172000,3466273000,27.765717
aws:ap-northeast-3,PREMIUM,gcp:us-west1-a,STANDARD,5467667073,3369792511,5.257758462
gcp:southamerica-west1-a,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5650302000,4453822000,26.007469
gcp:asia-southeast2-a,STANDARD,gcp:europe-west3-a,PREMIUM,3827566000,3489683000,26.530926
gcp:asia-southeast2-a,PREMIUM,gcp:europe-west1-b,STANDARD,8975406000,4576927000,26.456061
aws:ca-central-1,PREMIUM,gcp:asia-east2-a,STANDARD,5313247548,3123269231,4.576654594
gcp:southamerica-east1-a,STANDARD,aws:eu-central-1,PREMIUM,4835190000,4017826000,25.439784
