src_region,src_tier,dst_region,dst_tier,throughput_sent_bits_per_second,throughput_received_bits_per_second,cpu_utilization_percent
gcp:southamerica-west1-a,PREMIUM,aws:eu-west-1,PREMIUM,5313692000,4088363000,26.406311
aws:ap-northeast-1,PREMIUM,aws:eu-south-1,PREMIUM,4728260085,2975446655,4.432772624
gcp:asia-southeast2-a,PREMIUM,gcp:europe-west4-a,STANDARD,8323762000,4517379000,25.967107
gcp:asia-southeast1-a,PREMIUM,aws:eu-north-1,PREMIUM,6053137000,4084371000,25.066468
gcp:asia-east1-a,PREMIUM,azure:francecentral,PREMIUM,6117646000,4073258000,24.849052
aws:ap-southeast-1,PREMIUM,gcp:us-central1-a,STANDARD,5363965255,3111528192,4.888916992
gcp:asia-northeast1-a,STANDARD,gcp:europe-north1-a,PREMIUM,6233730000,4156809000,23.185625
aws:eu-west-3,PREMIUM,azure:australiaeast,PREMIUM,5216763494,2639541125,4.090589308
gcp:asia-northeast3-a,STANDARD,aws:me-south-1,PREMIUM,4780517000,3564809000,23.096685
gcp:europe-west2-a,STANDARD,gcp:australia-southeast1-a,PREMIUM,5920425000,3809216000,22.150154
aws:us-west-1,PREMIUM,aws:af-south-1,PREMIUM,4743716202,2261250956,4.486116816
gcp:southamerica-east1-a,STANDARD,gcp:asia-south2-a,PREMIUM,4152330000,2218097000,17.796937
gcp:europe-west6-a,STANDARD,gcp:europe-west3-a,PREMIUM,7148802000,7066462000,90.666399
gcp:europe-west1-b,STANDARD,aws:eu-west-2,PREMIUM,7020377000,6921967000,76.770287
gcp:asia-east1-a,STANDARD,gcp:asia-east2-a,STANDARD,7232881000,7026472000,85.522262
gcp:europe-north1-a,STANDARD,azure:germanywestcentral,PREMIUM,5634336000,5505630000,71.631109
azure:northeurope,PREMIUM,aws:eu-south-1,PREMIUM,9282852451,8759041860,12.11780828
gcp:europe-west1-b,PREMIUM,aws:eu-north-1,PREMIUM,6056427000,5843001000,71.036938
azure:japaneast,PREMIUM,aws:ap-northeast-2,PREMIUM,8405306748,7972561187,12.24005239
gcp:europe-north1-a,PREMIUM,aws:eu-west-1,PREMIUM,6513311000,6042682000,60.725659
azure:westus3,PREMIUM,azure:northcentralus,PREMIUM,17714885770,14436218946,17.28287316
gcp:us-west1-a,PREMIUM,gcp:us-east4-a,PREMIUM,6161232000,5619461000,57.242533
gcp:asia-southeast2-a,PREMIUM,gcp:asia-east2-a,PREMIUM,5428048000,5070492000,59.990437
aws:ca-central-1,PREMIUM,gcp:us-west4-a,PREMIUM,5091826765,4355180084,6.60364249
gcp:us-east4-a,STANDARD,azure:westeurope,PREMIUM,5189769000,4841985000,47.647722
aws:us-east-2,PREMIUM,gcp:europe-west2-a,PREMIUM,5145363155,4247071815,5.188894497
aws:eu-west-3,PREMIUM,gcp:us-east1-b,PREMIUM,5192358912,4202680285,5.135853161
gcp:us-central1-a,PREMIUM,gcp:europe-west3-a,STANDARD,6551283000,5224947000,41.323095
gcp:southamerica-east1-a,STANDARD,azure:eastus,PREMIUM,5478502000,4982170000,39.187923
azure:koreacentral,PREMIUM,aws:us-west-1,PREMIUM,2373611153,1927327425,4.078659652
gcp:southamerica-west1-a,PREMIUM,aws:us-west-2,PREMIUM,6420407000,5256473000,35.17311
gcp:europe-west2-a,STANDARD,gcp:asia-south1-a,PREMIUM,5550752000,4870727000,34.779438
gcp:us-central1-a,STANDARD,aws:sa-east-1,PREMIUM,2678484000,2427033000,32.591578
aws:ap-southeast-2,PREMIUM,gcp:us-west1-a,STANDARD,5113449920,3801622420,5.195974428
gcp:australia-southeast2-a,PREMIUM,gcp:asia-south2-a,PREMIUM,5501979000,4938628000,33.229317
gcp:australia-southeast1-a,PREMIUM,gcp:asia-south1-a,STANDARD,6430121000,4953243000,32.942977
gcp:us-west4-a,STANDARD,gcp:europe-central2-a,PREMIUM,6764826000,4901501000,31.781996
azure:westus,PREMIUM,gcp:southamerica-east1-a,PREMIUM,8794549533,6771218618,7.460034971
gcp:northamerica-northeast1-a,PREMIUM,gcp:asia-northeast3-a,PREMIUM,7408166000,4843463000,29.689689
azure:uksouth,PREMIUM,gcp:asia-southeast1-a,PREMIUM,4681157952,3813378688,5.212965127
aws:me-south-1,PREMIUM,aws:ap-northeast-1,PREMIUM,5216072337,3432002308,5.253138812
gcp:asia-northeast3-a,STANDARD,azure:eastus2,PREMIUM,5058587000,4331073000,29.053222
aws:ap-southeast-1,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,5165475022,3285573395,4.794381834
azure:canadacentral,PREMIUM,gcp:asia-southeast1-a,STANDARD,6278641337,4480692695,5.528628977
azure:australiaeast,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,7563336389,5669651587,6.363531905
azure:francecentral,PREMIUM,gcp:asia-east1-a,PREMIUM,4850909859,3667186756,5.00917073
gcp:europe-west4-a,STANDARD,gcp:asia-northeast1-a,STANDARD,4424499000,3615112000,25.035952
aws:ap-east-1,PREMIUM,gcp:us-east1-b,STANDARD,5301580330,3140233599,4.548311123
gcp:europe-west6-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,6050034000,3836619000,24.293423
aws:ap-northeast-3,PREMIUM,gcp:europe-west4-a,PREMIUM,5172341230,3049095323,5.109426698
azure:westus2,PREMIUM,aws:ap-south-1,PREMIUM,2761283124,1771007998,3.926427825
gcp:asia-southeast2-a,STANDARD,aws:us-east-1,PREMIUM,3600186000,2885146000,23.874061
aws:af-south-1,PREMIUM,gcp:asia-northeast2-a,PREMIUM,4528291091,1501957936,3.759019109
azure:koreacentral,PREMIUM,aws:ap-northeast-2,PREMIUM,9632899778,9547755995,25.78260525
aws:eu-central-1,PREMIUM,azure:francecentral,PREMIUM,4939166379,4747342557,9.63448717
azure:westeurope,PREMIUM,gcp:europe-west6-a,PREMIUM,15948178382,15335745762,22.89146215
azure:northcentralus,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,14380867720,13855529872,19.32073591
gcp:us-east1-b,STANDARD,azure:canadacentral,PREMIUM,6771387000,6600148000,74.240491
gcp:europe-central2-a,PREMIUM,gcp:europe-west1-b,PREMIUM,6982781000,6861217000,77.437591
gcp:asia-south2-a,PREMIUM,aws:ap-south-1,PREMIUM,7066136000,6937313000,77.175695
gcp:us-west4-a,STANDARD,aws:us-east-1,PREMIUM,5917644000,5544300000,50.879181
aws:ca-central-1,PREMIUM,aws:eu-west-2,PREMIUM,5063411580,4221075397,6.444460566
azure:eastus,PREMIUM,gcp:europe-west4-a,PREMIUM,6424395961,5812224559,7.145329916
gcp:europe-west2-a,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,6532417000,5912678000,48.983299
aws:me-south-1,PREMIUM,gcp:europe-west4-a,STANDARD,5265313120,4221441386,6.241105693
gcp:europe-west3-a,STANDARD,gcp:us-central1-a,STANDARD,3133076000,3077230000,41.371085
gcp:us-central1-a,PREMIUM,azure:germanywestcentral,PREMIUM,6497086000,5568285000,40.069168
gcp:asia-northeast1-a,PREMIUM,azure:westus3,PREMIUM,5623180000,5462310000,41.106963
azure:japaneast,PREMIUM,aws:us-west-1,PREMIUM,1974352256,1694498664,4.019285665
gcp:us-west1-a,STANDARD,gcp:asia-east1-a,STANDARD,5779551000,4944860000,38.602521
azure:westus2,PREMIUM,azure:northeurope,PREMIUM,16314141871,12170173882,11.39034462
gcp:us-west1-a,PREMIUM,aws:eu-west-1,PREMIUM,7016814000,4830165000,35.481126
gcp:europe-west3-a,PREMIUM,gcp:asia-south1-a,PREMIUM,5706749000,4921026000,35.861001
gcp:australia-southeast1-a,PREMIUM,gcp:asia-east1-a,PREMIUM,7545658000,5188172000,35.44442
azure:australiaeast,PREMIUM,azure:westus,PREMIUM,14514470152,11574521666,9.902568511
gcp:australia-southeast2-a,PREMIUM,aws:ap-northeast-1,PREMIUM,4807464000,4477107000,33.711781
aws:ap-northeast-3,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,5349056822,3749152012,5.840203815
gcp:asia-northeast3-a,PREMIUM,aws:us-east-2,PREMIUM,5703708000,4529348000,29.35335
aws:us-west-2,PREMIUM,gcp:asia-southeast2-a,STANDARD,5152176859,3410839213,4.632944089
gcp:asia-southeast1-a,PREMIUM,gcp:europe-west6-a,STANDARD,4719978000,4278920000,28.498533
aws:ap-east-1,PREMIUM,gcp:us-east1-b,PREMIUM,4957743971,3333317797,4.480387684
gcp:asia-southeast1-a,STANDARD,gcp:europe-west1-b,STANDARD,5229466000,4600141000,27.636166
aws:eu-south-1,PREMIUM,gcp:southamerica-east1-a,PREMIUM,4977468225,3183602702,4.435845839
gcp:us-east4-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,7331379000,4083345000,25.077976
azure:eastus2,PREMIUM,aws:af-south-1,PREMIUM,1417515327,1013107485,3.328486197
aws:sa-east-1,PREMIUM,gcp:europe-north1-a,STANDARD,5273580381,3173011252,4.894824453
gcp:asia-northeast2-a,PREMIUM,gcp:europe-west2-a,STANDARD,8150565000,4053631000,24.89767
gcp:asia-south1-a,STANDARD,gcp:us-west4-a,PREMIUM,7208273000,4401577000,24.624039
aws:eu-north-1,PREMIUM,gcp:asia-northeast1-a,STANDARD,5427482166,3045281431,4.678352899
aws:ap-southeast-1,PREMIUM,gcp:us-east4-a,STANDARD,5293712401,2953338745,4.582084892
gcp:asia-east2-a,PREMIUM,gcp:southamerica-west1-a,PREMIUM,8760630000,4153483000,23.450525
gcp:asia-northeast3-a,STANDARD,aws:eu-west-3,PREMIUM,6892903000,4003626000,22.999809
gcp:australia-southeast1-a,STANDARD,azure:uksouth,PREMIUM,4718873000,3789692000,22.090332
gcp:southamerica-east1-a,STANDARD,gcp:asia-east2-a,STANDARD,6371992000,3095999000,20.204341
gcp:europe-north1-a,PREMIUM,aws:ap-southeast-2,PREMIUM,4669183000,2523570000,19.814736
azure:francecentral,PREMIUM,azure:westeurope,PREMIUM,16703237428,15514109452,25.11336268
aws:eu-north-1,PREMIUM,gcp:europe-west3-a,STANDARD,5061933963,4702724584,7.430713282
gcp:europe-west1-b,PREMIUM,gcp:europe-west6-a,STANDARD,7126077000,7002913000,84.886455
gcp:europe-central2-a,PREMIUM,gcp:europe-west1-b,STANDARD,6953529000,6854796000,77.404326
gcp:europe-west3-a,PREMIUM,aws:eu-west-1,PREMIUM,6840589000,6731348000,76.460125
gcp:northamerica-northeast2-a,PREMIUM,gcp:us-east1-b,STANDARD,5702432000,5569729000,69.980274
aws:eu-west-2,PREMIUM,gcp:europe-north1-a,STANDARD,5100517516,4587978805,6.860562964
aws:us-west-1,PREMIUM,aws:us-east-1,PREMIUM,5011223299,4361707515,6.57946351
aws:ap-southeast-1,PREMIUM,azure:japaneast,PREMIUM,5149305814,4303042316,6.581160164
azure:northeurope,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,6644744736,6104237686,7.273906873
gcp:us-east1-b,PREMIUM,aws:eu-west-3,PREMIUM,5239988000,5021622000,44.812894
gcp:europe-west4-a,STANDARD,aws:ca-central-1,PREMIUM,4829513000,4618552000,43.828351
azure:eastus,PREMIUM,gcp:europe-north1-a,PREMIUM,9117301560,8062493113,8.4840947
gcp:us-central1-a,PREMIUM,gcp:asia-northeast1-a,STANDARD,5790399000,5182273000,37.142303
aws:ap-east-1,PREMIUM,azure:australiaeast,PREMIUM,5105420416,3918538892,5.188131711
gcp:northamerica-northeast1-a,STANDARD,gcp:southamerica-east1-a,STANDARD,8014565000,5511075000,36.882659
gcp:asia-northeast3-a,STANDARD,gcp:us-west1-a,PREMIUM,6360993000,5366554000,38.916209
gcp:asia-east1-a,STANDARD,gcp:asia-south2-a,PREMIUM,6281875000,5643783000,38.148973
gcp:asia-east2-a,STANDARD,gcp:us-west1-a,STANDARD,8254992000,5303669000,36.301814
gcp:europe-west2-a,PREMIUM,azure:westus,PREMIUM,7728491000,5358499000,34.714743
gcp:europe-west4-a,PREMIUM,gcp:us-west4-a,PREMIUM,7951274000,5169810000,34.643397
aws:ap-southeast-2,PREMIUM,aws:ap-northeast-2,PREMIUM,5088472673,3654292149,5.184621557
gcp:australia-southeast1-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,8072910000,5344935000,33.678867
azure:germanywestcentral,PREMIUM,aws:af-south-1,PREMIUM,3575171449,2805659711,4.840787449
azure:westus2,PREMIUM,gcp:asia-southeast1-a,STANDARD,2901300601,2364227232,4.29414654
gcp:asia-northeast2-a,PREMIUM,azure:eastus2,PREMIUM,6863148000,4979686000,31.784972
aws:ap-northeast-1,PREMIUM,aws:me-south-1,PREMIUM,5190329670,3432998017,4.992967055
gcp:us-east4-a,PREMIUM,gcp:asia-east2-a,PREMIUM,8714062000,4739692000,28.667532
azure:koreacentral,PREMIUM,azure:northcentralus,PREMIUM,14751842691,10456804486,9.553027665
azure:westus3,PREMIUM,gcp:asia-southeast2-a,PREMIUM,5190028605,4003561849,5.15631
aws:us-east-2,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4967201504,3326917559,4.209103576
aws:sa-east-1,PREMIUM,aws:eu-central-1,PREMIUM,4986429738,3079562008,4.933701831
gcp:europe-west6-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,7729192000,4560236000,26.538012
aws:us-west-2,PREMIUM,aws:ap-south-1,PREMIUM,5112709245,2903740952,4.533951873
azure:canadacentral,PREMIUM,gcp:asia-southeast2-a,STANDARD,7150560199,5317501444,5.850994921
aws:eu-south-1,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5227262678,2998418210,4.458522557
aws:ap-northeast-3,PREMIUM,gcp:us-east4-a,STANDARD,5454928386,3036602880,5.319838641
gcp:asia-south1-a,STANDARD,gcp:us-west4-a,STANDARD,6115377000,4396808000,24.611407
gcp:europe-west2-a,STANDARD,gcp:asia-east1-a,PREMIUM,7319415000,4183619000,23.382557
gcp:asia-south1-a,PREMIUM,gcp:us-central1-a,STANDARD,6361839000,4029399000,23.042428
azure:uksouth,PREMIUM,gcp:australia-southeast2-a,PREMIUM,2607497457,1701954999,3.780029174
gcp:asia-southeast1-a,PREMIUM,gcp:southamerica-west1-a,PREMIUM,7228265000,3493248000,21.802605
azure:eastus,PREMIUM,gcp:us-east4-a,STANDARD,15823248866,15669670380,28.37272855
azure:westus,PREMIUM,gcp:us-west4-a,STANDARD,19434549188,18849395272,25.99497318
azure:westeurope,PREMIUM,aws:eu-west-1,PREMIUM,9608566040,9278975462,13.95158042
gcp:europe-west4-a,STANDARD,aws:eu-west-3,PREMIUM,7029272000,6907790000,80.376293
aws:eu-north-1,PREMIUM,azure:germanywestcentral,PREMIUM,5050482949,4668815110,7.274368398
gcp:europe-west6-a,STANDARD,aws:eu-west-2,PREMIUM,6124932000,6049243000,78.622571
gcp:us-east1-b,PREMIUM,aws:ca-central-1,PREMIUM,6203732000,6102773000,70.04328
gcp:asia-northeast3-a,STANDARD,gcp:asia-east2-a,PREMIUM,6346230000,5819517000,59.880684
azure:westus2,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,6843937797,4937839373,8.106024594
aws:ap-south-1,PREMIUM,gcp:asia-southeast1-a,STANDARD,5249912143,4445665065,5.437831517
aws:ap-southeast-1,PREMIUM,azure:koreacentral,PREMIUM,5170498561,4318339243,6.05345402
azure:northcentralus,PREMIUM,gcp:europe-west1-b,PREMIUM,4518196177,4035571897,5.707617948
gcp:europe-west3-a,STANDARD,gcp:us-east1-b,STANDARD,5895116000,5102133000,43.276262
aws:us-west-1,PREMIUM,gcp:asia-northeast1-a,STANDARD,5432602095,4050825059,6.449092483
gcp:asia-southeast2-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,6615398000,5790472000,41.201426
gcp:us-west1-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,8139854000,5809108000,38.841918
aws:eu-south-1,PREMIUM,gcp:us-central1-a,PREMIUM,5165735511,4002132268,5.254591838
gcp:us-central1-a,STANDARD,gcp:asia-northeast1-a,PREMIUM,5423117000,5266532000,35.469648
gcp:asia-south1-a,PREMIUM,azure:francecentral,PREMIUM,6191746000,5443395000,36.132093
gcp:us-west1-a,PREMIUM,gcp:europe-west6-a,PREMIUM,5760298000,4898247000,34.367334
gcp:us-west4-a,PREMIUM,gcp:asia-east2-a,STANDARD,7738372000,5210826000,34.017287
aws:us-east-1,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5103289228,3655182980,5.036187793
azure:australiaeast,PREMIUM,gcp:asia-south2-a,PREMIUM,6416407322,3745191818,6.131057675
gcp:europe-north1-a,STANDARD,aws:us-west-2,PREMIUM,5576140000,4753959000,30.125712
aws:sa-east-1,PREMIUM,azure:northeurope,PREMIUM,4840340252,3403182556,4.874819407
azure:eastus2,PREMIUM,aws:me-south-1,PREMIUM,5421597796,4030965116,5.377202306
aws:ap-northeast-2,PREMIUM,gcp:us-east4-a,PREMIUM,5142358948,3538422176,4.935169195
gcp:asia-east1-a,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,7277842000,5039386000,29.508951
azure:uksouth,PREMIUM,aws:ap-east-1,PREMIUM,2483959992,1896353652,4.070463083
gcp:europe-west4-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,8454244000,4730777000,27.42991
gcp:europe-north1-a,PREMIUM,aws:af-south-1,PREMIUM,5685048000,4591036000,27.326622
aws:us-east-2,PREMIUM,gcp:australia-southeast2-a,PREMIUM,4956080827,3227992202,4.16821962
gcp:asia-southeast1-a,PREMIUM,gcp:europe-west2-a,STANDARD,7862163000,4631181000,27.149566
gcp:europe-west2-a,PREMIUM,aws:ap-northeast-1,PREMIUM,3202753000,2589118000,25.512628
gcp:southamerica-west1-a,PREMIUM,gcp:europe-central2-a,PREMIUM,6604530000,4210003000,25.093941
aws:eu-central-1,PREMIUM,aws:ap-northeast-3,PREMIUM,4960310282,2905474661,4.542776265
gcp:asia-southeast2-a,STANDARD,gcp:northamerica-northeast2-a,PREMIUM,5764691000,4536671000,25.246142
gcp:europe-west1-b,STANDARD,gcp:asia-east1-a,STANDARD,5925291000,4215741000,23.107704
gcp:asia-south1-a,STANDARD,azure:westus3,PREMIUM,6307512000,4109606000,23.718849
gcp:europe-west3-a,PREMIUM,aws:ap-southeast-2,PREMIUM,5069732000,3412177000,20.822625
gcp:australia-southeast1-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,7172681000,3085993000,20.240216
aws:us-east-2,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,1568041164,1500070987,4.40704818
aws:eu-south-1,PREMIUM,azure:francecentral,PREMIUM,4984780299,4690010739,7.611310435
gcp:europe-west2-a,STANDARD,gcp:europe-west6-a,PREMIUM,7011111000,6808888000,79.230807
gcp:europe-west1-b,STANDARD,aws:eu-west-1,PREMIUM,6051198000,5969209000,70.286214
gcp:us-east4-a,PREMIUM,azure:westus3,PREMIUM,5611822000,5145881000,54.86629
gcp:us-west4-a,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,6749416000,5747111000,52.472558
aws:ca-central-1,PREMIUM,gcp:us-west4-a,STANDARD,5111578679,4304972508,6.533224073
gcp:northamerica-northeast2-a,PREMIUM,azure:westeurope,PREMIUM,7044562000,5540682000,42.983914
gcp:asia-east2-a,STANDARD,gcp:asia-south1-a,PREMIUM,6135676000,5713129000,46.565277
gcp:us-east4-a,STANDARD,gcp:europe-central2-a,PREMIUM,6858680000,5723326000,42.389942
gcp:asia-northeast2-a,PREMIUM,gcp:us-west1-a,PREMIUM,7820919000,5842165000,43.018654
aws:eu-central-1,PREMIUM,gcp:us-central1-a,PREMIUM,5134377348,4093210708,5.673532617
azure:northcentralus,PREMIUM,gcp:europe-north1-a,STANDARD,6440504739,5458457999,6.571892827
aws:us-west-2,PREMIUM,aws:eu-west-2,PREMIUM,5267736987,3772686488,5.11255191
azure:westus2,PREMIUM,gcp:europe-west2-a,PREMIUM,5455512557,4705044465,5.954320292
azure:japaneast,PREMIUM,gcp:asia-south1-a,STANDARD,5972368508,3559689653,6.339856581
aws:ap-southeast-2,PREMIUM,aws:us-west-1,PREMIUM,4646472047,3677840539,4.831220054
azure:australiaeast,PREMIUM,aws:ap-northeast-1,PREMIUM,4846497566,3867862163,5.674559161
gcp:asia-northeast3-a,STANDARD,gcp:us-central1-a,STANDARD,7413824000,5326565000,32.951165
gcp:us-west1-a,STANDARD,azure:uksouth,PREMIUM,5139167000,4751468000,31.686012
gcp:asia-east1-a,PREMIUM,aws:us-east-1,PREMIUM,4506257000,3920176000,29.157864
gcp:europe-west1-b,PREMIUM,aws:sa-east-1,PREMIUM,6361007000,4671142000,27.877315
azure:eastus,PREMIUM,aws:ap-east-1,PREMIUM,4816986190,3362734531,5.246617013
gcp:us-east1-b,STANDARD,aws:ap-northeast-2,PREMIUM,4826085000,4067458000,26.415382
gcp:asia-east2-a,PREMIUM,azure:eastus2,PREMIUM,7325341000,4777069000,27.467495
gcp:europe-west6-a,STANDARD,gcp:asia-southeast2-a,PREMIUM,7600198000,4587190000,27.015609
gcp:asia-southeast1-a,PREMIUM,gcp:europe-west4-a,STANDARD,8513196000,4717248000,27.302245
gcp:europe-west3-a,STANDARD,azure:koreacentral,PREMIUM,7291058000,4597176000,25.887323
gcp:asia-southeast2-a,STANDARD,gcp:europe-west4-a,PREMIUM,5305160000,4412569000,25.995603
aws:ap-southeast-1,PREMIUM,gcp:us-east1-b,PREMIUM,5142764498,3184476789,4.46739763
gcp:asia-northeast1-a,PREMIUM,gcp:europe-west3-a,PREMIUM,3336738000,2934428000,24.780005
azure:canadacentral,PREMIUM,gcp:asia-east1-a,STANDARD,7773842892,5463713198,6.062326227
aws:me-south-1,PREMIUM,azure:westus,PREMIUM,5072310220,2725085061,4.780805147
gcp:asia-northeast3-a,PREMIUM,aws:eu-west-3,PREMIUM,5305400000,3724491000,22.961259
azure:northeurope,PREMIUM,gcp:australia-southeast1-a,PREMIUM,3490745851,2515910948,4.034847886
aws:ap-northeast-3,PREMIUM,gcp:europe-north1-a,PREMIUM,4883508087,2810736378,4.397257861
gcp:australia-southeast2-a,PREMIUM,azure:germanywestcentral,PREMIUM,5678599000,3880985000,21.764848
gcp:australia-southeast1-a,STANDARD,aws:eu-north-1,PREMIUM,4102708000,3080719000,20.03581
gcp:asia-southeast1-a,STANDARD,gcp:southamerica-east1-a,STANDARD,5982003000,2402491000,18.923667
gcp:southamerica-west1-a,PREMIUM,aws:ap-south-1,PREMIUM,4120528000,2636825000,18.305039
gcp:southamerica-east1-a,PREMIUM,gcp:asia-south2-a,PREMIUM,135917027.5,116170468.5,17.836526
aws:af-south-1,PREMIUM,gcp:asia-northeast1-a,STANDARD,5297103911,1913661099,4.030474452
gcp:europe-west6-a,PREMIUM,azure:francecentral,PREMIUM,7002573000,6903435000,81.785733
gcp:europe-north1-a,STANDARD,gcp:europe-central2-a,PREMIUM,7049629000,6896578000,80.475566
gcp:us-west4-a,PREMIUM,azure:westus,PREMIUM,7071803000,6937059000,82.505382
gcp:us-central1-a,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,6968762000,6867324000,76.687385
gcp:europe-west1-b,STANDARD,azure:uksouth,PREMIUM,6872268000,6658871000,78.312303
gcp:asia-east1-a,PREMIUM,aws:ap-northeast-1,PREMIUM,6953949000,6794412000,66.831825
gcp:us-west1-a,PREMIUM,azure:northcentralus,PREMIUM,6352686000,6030078000,59.931998
gcp:northamerica-northeast1-a,PREMIUM,aws:eu-west-2,PREMIUM,5866496000,5435366000,48.872593
gcp:us-east1-b,STANDARD,aws:us-west-1,PREMIUM,6485664000,6076709000,47.445826
aws:us-east-2,PREMIUM,gcp:europe-west3-a,STANDARD,5253740254,4191964935,5.251847556
azure:eastus,PREMIUM,aws:eu-south-1,PREMIUM,3907150938,3399182393,5.281555248
gcp:asia-southeast2-a,STANDARD,azure:japaneast,PREMIUM,6596050000,5821837000,46.758979
gcp:europe-west2-a,STANDARD,azure:canadacentral,PREMIUM,4743315000,4511843000,43.787117
aws:eu-north-1,PREMIUM,aws:ca-central-1,PREMIUM,4907411453,3970082881,5.223135606
gcp:us-east4-a,PREMIUM,aws:sa-east-1,PREMIUM,5843480000,4954321000,39.228525
aws:ap-south-1,PREMIUM,gcp:asia-east1-a,STANDARD,5312520268,4157841631,5.000189038
gcp:northamerica-northeast1-a,STANDARD,gcp:southamerica-west1-a,PREMIUM,6034836000,5092323000,35.35113
gcp:us-central1-a,STANDARD,gcp:southamerica-east1-a,PREMIUM,7793086000,5531506000,34.807687
gcp:us-west4-a,STANDARD,gcp:europe-west4-a,PREMIUM,6460699000,4917424000,34.612508
gcp:europe-west4-a,STANDARD,gcp:asia-south1-a,PREMIUM,5920718000,5211392000,34.820613
azure:koreacentral,PREMIUM,gcp:us-west1-a,STANDARD,8658341218,7715565224,8.013611892
gcp:asia-south1-a,STANDARD,gcp:europe-west3-a,PREMIUM,6260965000,5093514000,34.893793
azure:westus3,PREMIUM,aws:ap-southeast-2,PREMIUM,2592809404,2148563081,4.164265974
aws:ap-northeast-3,PREMIUM,gcp:australia-southeast2-a,PREMIUM,5554918889,3800926365,5.852331744
aws:us-east-1,PREMIUM,gcp:asia-northeast1-a,STANDARD,5398065429,3683727110,5.112611846
gcp:europe-west2-a,PREMIUM,gcp:asia-south2-a,PREMIUM,337430505,302882395.5,31.361588
aws:ap-northeast-2,PREMIUM,gcp:australia-southeast1-a,PREMIUM,5285324146,3719711276,5.602676036
aws:af-south-1,PREMIUM,aws:eu-west-3,PREMIUM,5209404104,3535050428,4.994187439
aws:ap-southeast-1,PREMIUM,azure:westus2,PREMIUM,5404293897,3487821305,5.143925154
azure:eastus2,PREMIUM,gcp:asia-northeast3-a,STANDARD,4655778846,3588541141,4.850116645
gcp:asia-northeast3-a,PREMIUM,aws:me-south-1,PREMIUM,2461873000,2202676000,29.484251
aws:us-west-2,PREMIUM,gcp:asia-southeast1-a,STANDARD,5349509608,3423704982,4.648177434
gcp:us-east1-b,PREMIUM,gcp:asia-east2-a,PREMIUM,7701040000,4646365000,27.816745
azure:westeurope,PREMIUM,gcp:asia-southeast2-a,PREMIUM,6761121205,5330436146,5.928465874
aws:eu-central-1,PREMIUM,gcp:asia-east2-a,STANDARD,5586355732,3432794901,5.12021604
aws:ap-east-1,PREMIUM,azure:northeurope,PREMIUM,5103778205,3218040122,4.626558543
gcp:us-east4-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,7194685000,4572114000,26.303443
gcp:europe-west1-b,PREMIUM,gcp:asia-northeast1-a,PREMIUM,6892607000,4362648000,25.27717
gcp:southamerica-east1-a,STANDARD,aws:eu-west-1,PREMIUM,4189590000,3845963000,25.307913
azure:australiaeast,PREMIUM,azure:germanywestcentral,PREMIUM,11797502973,8190345787,6.893132005
gcp:europe-north1-a,PREMIUM,gcp:asia-northeast2-a,PREMIUM,8616697000,3737517000,22.615127
gcp:australia-southeast1-a,STANDARD,gcp:europe-west6-a,STANDARD,8523401000,3727743000,17.887687
azure:uksouth,PREMIUM,aws:eu-south-1,PREMIUM,9456574774,9024940573,13.6438569
azure:northeurope,PREMIUM,gcp:europe-west6-a,PREMIUM,13316622041,12852711005,16.93641472
gcp:us-central1-a,PREMIUM,aws:ca-central-1,PREMIUM,6253267000,6135189000,71.530703
aws:eu-west-3,PREMIUM,gcp:europe-north1-a,STANDARD,5109854486,4606881106,6.025843019
gcp:northamerica-northeast1-a,PREMIUM,azure:westus3,PREMIUM,6268262000,5855490000,49.613061
gcp:us-east4-a,PREMIUM,aws:eu-west-2,PREMIUM,5628179000,5379685000,48.861295
gcp:us-east4-a,STANDARD,gcp:europe-west4-a,PREMIUM,6935997000,5965924000,47.017735
azure:eastus2,PREMIUM,gcp:europe-west2-a,STANDARD,6302248945,5523166424,7.256639156
gcp:northamerica-northeast2-a,PREMIUM,aws:eu-central-1,PREMIUM,4310092000,4126876000,43.434395
